station,obs,latitude,longitude,stationAltitude,station_id,station_description,time,stationIndex,Pressure_surface,Temperature_surface,Visibility_surface,Wind_speed_gust_surface
0,45,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-17 21:00:00,0,99897.875,298.60516,24134.707,14.200116
0,46,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-18 00:00:00,0,99920.41,296.2,24134.982,10.400695
0,47,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-18 03:00:00,0,99922.99,294.81775,24135.248,10.402711
0,48,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-18 06:00:00,0,99929.39,300.8911,24134.922,8.515703
0,49,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-18 09:00:00,0,99826.85,307.07782,24134.996,7.134102
0,50,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-18 12:00:00,0,99730.16,309.78326,24134.855,8.006104
0,51,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-18 15:00:00,0,99630.54,306.7027,24134.809,8.103106
0,52,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-18 18:00:00,0,99726.05,302.08478,23220.127,11.206674
0,53,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-18 21:00:00,0,99755.516,300.23633,24134.824,13.027239
0,54,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-19 00:00:00,0,99723.65,296.206,24134.785,8.907001
0,55,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-19 03:00:00,0,99868.89,298.1,24134.979,12.404601
0,56,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-19 06:00:00,0,99895.6,303.4,24135.09,11.601809
0,57,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-19 09:00:00,0,99834.984,305.0337,24135.145,12.503254
0,58,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-19 12:00:00,0,99729.78,310.0,24135.23,11.804647
0,59,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-19 15:00:00,0,99811.7,304.0167,24134.703,9.816727
0,60,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-19 18:00:00,0,99889.6,300.4,24134.982,10.71161
0,61,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-19 21:00:00,0,99956.18,301.8,24134.918,13.91184
0,62,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-20 00:00:00,0,100090.36,296.564,24134.885,13.901016
0,63,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-20 03:00:00,0,100230.89,296.0833,24135.018,12.201778
0,64,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-20 06:00:00,0,100307.37,300.45563,24135.252,9.01342
0,65,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-20 09:00:00,0,100300.664,306.05692,24135.037,8.314485
0,66,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-20 12:00:00,0,100203.664,307.4142,24134.887,7.9229445
0,67,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-20 15:00:00,0,100139.875,305.69998,24134.934,6.319382
0,68,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-20 18:00:00,0,100182.266,298.9179,24135.104,2.6065056
0,69,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-20 21:00:00,0,100219.22,297.4046,24134.82,9.94664
0,70,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-21 00:00:00,0,100280.086,295.4001,24134.889,8.00388
0,71,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-21 03:00:00,0,100363.31,294.3686,24135.088,7.2221427
0,72,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-21 06:00:00,0,100436.2,301.2,24135.123,7.232053
0,73,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-21 09:00:00,0,100351.81,306.7295,24134.955,6.5009627
0,74,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-21 12:00:00,0,100218.31,308.37762,24135.05,5.631738
0,75,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-21 15:00:00,0,100146.51,305.01495,24135.217,4.919362
0,76,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-21 18:00:00,0,100136.516,297.60632,24134.855,4.5157595
0,77,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-21 21:00:00,0,100061.87,295.2501,24135.215,6.5131836
0,78,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-22 00:00:00,0,100087.305,293.8,24134.787,7.000009
0,79,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-22 03:00:00,0,100152.0,293.5586,24134.93,5.5014396
0,80,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-22 06:00:00,0,100186.23,301.5,24134.975,5.721106
0,81,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-22 18:00:00,0,99926.19,298.59018,24134.676,5.110022
0,82,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-23 06:00:00,0,100121.58,303.81647,24135.027,2.9101357
0,83,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-23 18:00:00,0,100031.86,300.1224,24135.191,4.8270435
0,84,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-24 06:00:00,0,100266.36,304.74518,24134.965,3.2161899
0,85,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-24 18:00:00,0,100159.84,301.7879,24134.855,1.7295885
0,86,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-25 06:00:00,0,100289.54,305.9,24134.979,4.2125306
0,87,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-25 18:00:00,0,99989.67,302.76108,24134.879,1.4282265
0,88,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-26 06:00:00,0,99855.79,306.1157,24135.273,8.3109865
0,89,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-26 18:00:00,0,99274.57,303.12424,24135.033,5.5129266
0,90,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-27 06:00:00,0,99125.234,301.40002,24135.162,3.700508
0,91,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-27 18:00:00,0,99258.08,295.5028,24135.064,10.41184
0,92,51.75,39.25,0.0,b'GridPointRequestedAt[51.665N_39.196E]',b'GridPointRequestedAt[51.665N_39.196E]',2022-08-28 06:00:00,0,99379.42,293.98172,24135.012,9.113875
